,0,1,2,3,4
ACS_p_white,-16.14452544296487,2.140978292549152,-17.632632200260172,-8.348451868086194,-0.29068745472561264
ACS_p_black,11.084905295168198,0.38482950001750543,22.384366467962145,-5.0454788518635,-0.14207633060393945
ACS_p_hispanic,9.974307167220424,-7.120153492209242,-2.413999830098399,9.909117822156519,-7.825759376790799
ACS_p_otherRaces,5.076393384907125,-1.9095071014824199,-4.946530065790117,12.903227933427253,0.2787361392390448
ACS_p_edu_less_HS,7.922680838187716,-2.49692293093293,-0.03626221102447141,4.23118439672358,-4.415099321010908
someEdu,10.700954999936705,2.734994606572012,2.1150386977200135,-2.521847078381286,1.0453576367648267
collegeDegree,-18.623635838007065,-0.23807167557436645,-2.078776486841859,-1.7093373183533174,3.3697416843937673
ACS_p_US_citizen,-2.2664032349311753,0.5902890334113224,0.7114823538311862,-3.85975275046607,-0.18275912559153223
ACS_p_pop_poverty,0.5068511844086367,0.21197216516572223,0.12695479342940044,-0.15793953982524775,-0.49552256489299457
ACS_p_unemployed,0.9682866859410209,-0.4004294643974365,0.87689487285531,0.6278273101715459,-0.4945355880039665
ACS_avg_per_capita_income,-25560.66306375783,9.443276606016758,0.028240243251877333,0.009662744259583834,-0.000567569598914905
ACS_p_house_food_stamps,7.919177362618383,-3.8689063177044503,2.4422995670804224,3.0055826408157658,-6.957283096942623
ACS_n_household,-491.08128642726984,-493.4209860504004,-0.06669072961678768,-0.11359628361621023,0.009130730422802354
